calories,category,fat,carbs,name,restaurant
274,Kid's Meals,9,39,Kid's Chocolate Milk,Red Robin Gourmet Burgers
38,Kid's Meals,1,7,Kid's Side Salad,Red Robin Gourmet Burgers
414,Kid's Meals,18,60,Kid's Vanilla Malt,Red Robin Gourmet Burgers
800,Desserts,36,111,Hot Fudge Sundae,Red Robin Gourmet Burgers
202,Drinks,0,50,Very Berry Raspberry Limeade,Red Robin Gourmet Burgers
414,Shakes,18,60,Classic Vanilla Malt,Red Robin Gourmet Burgers
848,Shakes,42,120,Monster Shake Mint Brownie,Red Robin Gourmet Burgers
378,Shakes,15,59,Classic Peach Milkshake,Red Robin Gourmet Burgers
280,Drinks,0,32,Screaming Red Zombie,Red Robin Gourmet Burgers
197,Drinks,0,24,One Great Margarita-Frozen,Red Robin Gourmet Burgers
174,Drinks,0,20,Gold Margarita - Rocks,Red Robin Gourmet Burgers
961,Burgers,56,58,Sautéed 'Shroom Burger,Red Robin Gourmet Burgers
912,Sandwiches,54,70,Crispy Chicken Sandwich,Red Robin Gourmet Burgers
422,Burgers,27,8,Lettuce-Wrap Your Burger,Red Robin Gourmet Burgers
320,Appetizers,12,44,Jump Starter Mushrooms,Red Robin Gourmet Burgers
646,Salads,34,35,Grilled Chicken alla Caprese,Red Robin Gourmet Burgers
1230,Entrees,73,91,Classic Creamy Mac 'N' Cheese,Red Robin Gourmet Burgers
1008,Entrees,55,74,Prime Rib Dip,Red Robin Gourmet Burgers
30,Sides,0,6,Steamed Broccoli,Red Robin Gourmet Burgers
508,Soups,25,45,"French Onion Soup, Bowl",Red Robin Gourmet Burgers
427,Kid's Meals,24,43,Parmesan Noodles,Red Robin Gourmet Burgers
220,Kid's Meals,12,16,Kid's Milk,Red Robin Gourmet Burgers
28,Kid's Meals,0,7,Kid's Mandarin Oranges,Red Robin Gourmet Burgers
122,Kid's Meals,0,30,Kid's Strawberry Smoothie,Red Robin Gourmet Burgers
784,Desserts,13,165,Hot Apple Crisp,Red Robin Gourmet Burgers
431,Shakes,3,100,Hawaiian Heart Throb Smoothie,Red Robin Gourmet Burgers
479,Shakes,24,66,Classic Mint Brownie Shake,Red Robin Gourmet Burgers
646,Shakes,27,99,Monster Shake Peach,Red Robin Gourmet Burgers
313,Shakes,11,38,Kahlua Jamaican Shake,Red Robin Gourmet Burgers
280,Drinks,0,24,Nuclear Ice Tea,Red Robin Gourmet Burgers
191,Drinks,0,22,One Great Margarita - Rocks,Red Robin Gourmet Burgers
203,Drinks,0,25,Gold Margarita - Strawberry,Red Robin Gourmet Burgers
1052,Burgers,64,56,Guacamole Bacon Burger,Red Robin Gourmet Burgers
829,Sandwiches,43,53,California Chicken Sandwich,Red Robin Gourmet Burgers
546,Burgers,21,62,Vegan Boca Burger,Red Robin Gourmet Burgers
435,Appetizers,39,15,Jump Starter Zucchini,Red Robin Gourmet Burgers
790,Salads,48,43,Mighty Caesar w/ Blackened Salmon Salad,Red Robin Gourmet Burgers
1430,Entrees,85,59,Triple S Riblet Basket,Red Robin Gourmet Burgers
1117,Entrees,67,83,Arctic Cod Fish & Chips,Red Robin Gourmet Burgers
725,Sides,56,50,Kettle-Cooked Chips,Red Robin Gourmet Burgers
551,Soups,32,26,Red's Homemade Chili Chili™ - Bowl,Red Robin Gourmet Burgers
289,Kid's Meals,4,39,Rad Vegan Boca Burger,Red Robin Gourmet Burgers
80,Kid's Meals,0,21,Kid's Freckled Lemonade,Red Robin Gourmet Burgers
20,Kid's Meals,0,4,Kid's Side Broccoli,Red Robin Gourmet Burgers
586,Kid's Meals,27,83,Kid's Rookie Magic Milkshake,Red Robin Gourmet Burgers
1373,Desserts,63,184,Mountain High Mudd Pie,Red Robin Gourmet Burgers
314,Shakes,2,76,Groovy Smoothie,Red Robin Gourmet Burgers
904,Shakes,31,148,Monster Malt Chocolate,Red Robin Gourmet Burgers
936,Shakes,27,138,Monster Shake Raspberry,Red Robin Gourmet Burgers
453,Shakes,15,56,Jungle Shake,Red Robin Gourmet Burgers
202,Drinks,0,31,Absolut Lemonade,Red Robin Gourmet Burgers
251,Drinks,0,36,One Great Margarita - Strawberry,Red Robin Gourmet Burgers
463,Drinks,0,67,Gold Margarita - Raspberry,Red Robin Gourmet Burgers
1119,Burgers,68,72,Wiskey River BBQ Burger,Red Robin Gourmet Burgers
1029,Burgers,59,69,A.1.® Peppercorn Burger,Red Robin Gourmet Burgers
686,Sandwiches,33,52,Blackened Chicken Sandwich,Red Robin Gourmet Burgers
653,Appetizers,38,71,Jump Starter Onion Rings,Red Robin Gourmet Burgers
670,Appetizers,50,42,Jump Starter Clam Strips,Red Robin Gourmet Burgers
567,Salads,22,45,Simply Grilled Chicken Salad,Red Robin Gourmet Burgers
1067,Entrees,70,69,Clucks & Shrimp Combo,Red Robin Gourmet Burgers
1452,Entrees,92,100,Clucks & Fries,Red Robin Gourmet Burgers
61,Sides,0,15,Melon Wedges,Red Robin Gourmet Burgers
313,Salads,21,21,Side Caesar Salad,Red Robin Gourmet Burgers
302,Kid's Meals,6,28,Rad Chicken Burger,Red Robin Gourmet Burgers
31,Kid's Meals,0,8,Kid's Freckled Lemonade light,Red Robin Gourmet Burgers
479,Kid's Meals,24,66,Kid's Mint Brownie Shake,Red Robin Gourmet Burgers
300,Kid's Meals,2,69,Kids Hawaiian Heart Throb Smoothie,Red Robin Gourmet Burgers
376,Kid's Meals,18,49,Kid's Sundae,Red Robin Gourmet Burgers
437,Shakes,16,71,Classic Chocolate Milkshake,Red Robin Gourmet Burgers
815,Shakes,30,129,Monster Malt Peach,Red Robin Gourmet Burgers
579,Shakes,27,83,Monster Shake Strawberry,Red Robin Gourmet Burgers
350,Drinks,0,39,Absolutely Absolut Freckled Lemonade,Red Robin Gourmet Burgers
357,Drinks,0,51,Sand In Your Shorts,Red Robin Gourmet Burgers
576,Drinks,0,83,One Great Margarita - Raspberry,Red Robin Gourmet Burgers
274,Drinks,0,45,Gold Margarita - Peach,Red Robin Gourmet Burgers
360,Appetizers,18,42,Goat Cheese Peppadew Peppers ,Romano's Macaroni Grill
920,Sandwiches,61,62,Caprese Panini ,Romano's Macaroni Grill
220,Entrees,10,18,Roasted Mushroom Soup ,Romano's Macaroni Grill
480,Appetizers,40,10,Caprese ,Romano's Macaroni Grill
990,Appetizers,78,45,"Mac & Cheese Bites, Truffle Dip ",Romano's Macaroni Grill
740,Sandwiches,45,62,Ricotta Meatball Sliders ,Romano's Macaroni Grill
170,Entrees,8,14,Sausage & Kale Soup ,Romano's Macaroni Grill
790,Appetizers,57,61,Parmesan Fries ,Romano's Macaroni Grill
700,Sandwiches,48,59,Side Of Parmesan Fries ,Romano's Macaroni Grill
110,Entrees,8,9,Fresh Greens Salad (Includes Dressing) ,Romano's Macaroni Grill
1030,Salads,80,36,Salad Sampler (Includes Dressing) ,Romano's Macaroni Grill
910,Pizzas,46,83,Wild Mushroom & Goat Cheese Flatbread ,Romano's Macaroni Grill
1350,Entrees,87,91,Fettuccine Alfredo With Shrimp ,Romano's Macaroni Grill
780,Entrees,68,39,Chicken & Mushroom Cannelloni ,Romano's Macaroni Grill
1550,Entrees,104,99,Parmesan-Crusted Sole ,Romano's Macaroni Grill
490,Entrees,7,88,Whole Wheat Fettuccine ,Romano's Macaroni Grill
5,Entrees,0,1,Fresh Spinach ,Romano's Macaroni Grill
180,Entrees,15,0,Shrimp ,Romano's Macaroni Grill
260,Desserts,12,36,Gelato: Dark Chocolate ,Romano's Macaroni Grill
130,Drinks,0,31,Pomegranate Italian Soda ,Romano's Macaroni Grill
440,Drinks,0,52,Margarita Prima ,Romano's Macaroni Grill
800,Appetizers,46,53,Baked Prosciutto & Mozzarella ,Romano's Macaroni Grill
640,Appetizers,66,21,Stuffed Mushrooms ,Romano's Macaroni Grill
110,Sandwiches,8,9,Side Fresh Greens Salad (Includes Dressing) ,Romano's Macaroni Grill
340,Entrees,11,55,Capellini Pomodoro ,Romano's Macaroni Grill
440,Soups,12,28,Lentil Soup ,Romano's Macaroni Grill
910,Entrees,33,115,Eggplant Quadratini ,Romano's Macaroni Grill
710,Entrees,41,39,Lobster Ravioli ,Romano's Macaroni Grill
940,Entrees,57,74,Chicken Parmesan ,Romano's Macaroni Grill
1370,Entrees,91,58,Pan-Roasted Pork Chop ,Romano's Macaroni Grill
230,Entrees,11,21,Arrabbiata Sauce ,Romano's Macaroni Grill
5,Entrees,0,2,Roasted Peppers ,Romano's Macaroni Grill
650,Kid's Meals,37,58,Chicken Strips With Fries ,Romano's Macaroni Grill
990,Desserts,56,114,Homemade Chocolate Cake ,Romano's Macaroni Grill
0,Drinks,0,0,San Pellegrino® Sparkling Mineral Water ,Romano's Macaroni Grill
850,Appetizers,51,58,Calamari Fritti ,Romano's Macaroni Grill
1240,Appetizers,66,92,Spicy Herb-Roasted Mussels ,Romano's Macaroni Grill
300,Entrees,13,26,Half Roasted Turkey ,Romano's Macaroni Grill
530,Entrees,23,52,Whole Wheat Fettuccine ,Romano's Macaroni Grill
170,Soups,8,14,Sausage & Kale Soup ,Romano's Macaroni Grill
1140,Entrees,55,103,Pesto Spaghetti ,Romano's Macaroni Grill
1190,Entrees,70,95,Mom’S Ricotta Meatballs & Spaghetti (Bolognese) ,Romano's Macaroni Grill
1440,Entrees,115,24,Chicken Under A Brick ,Romano's Macaroni Grill
340,Entrees,6,61,Capellini ,Romano's Macaroni Grill
430,Entrees,25,20,Bolognese Sauce ,Romano's Macaroni Grill
10,Entrees,0,2,Snap Peas ,Romano's Macaroni Grill
350,Kid's Meals,6,43,Grilled Chicken & Pasta ,Romano's Macaroni Grill
760,Desserts,52,61,New York Style Cheesecake ,Romano's Macaroni Grill
150,Drinks,2,36,Ginger Root Soda ,Romano's Macaroni Grill
460,Appetizers,34,30,Bruschetta Crostini ,Romano's Macaroni Grill
650,Appetizers,47,41,"Shrimp, Cannellini Bean & Avocado Crostini ",Romano's Macaroni Grill
460,Entrees,31,31,Half Caprese Panini ,Romano's Macaroni Grill
460,Entrees,15,56,Carmela’S Chicken ,Romano's Macaroni Grill
220,Soups,10,18,Roasted Mushroom Soup ,Romano's Macaroni Grill
1320,Entrees,58,118,Pasta Di Mare ,Romano's Macaroni Grill
1510,Entrees,98,96,Mama’S Trio ,Romano's Macaroni Grill
1180,Entrees,81,55,Chicken Scaloppine ,Romano's Macaroni Grill
1320,Entrees,73,81,Veal Saltimbocca ,Romano's Macaroni Grill
560,Entrees,59,4,Basil Pesto Sauce ,Romano's Macaroni Grill
15,Entrees,1,1,Roasted Tomatoes ,Romano's Macaroni Grill
470,Kid's Meals,32,22,Chicken Strips With Salad ,Romano's Macaroni Grill
580,Desserts,33,65,Lemon Passion ,Romano's Macaroni Grill
0,Drinks,0,0,Coffee ,Romano's Macaroni Grill
820,Appetizers,72,41,Crispy Artichoke Potato Cakes ,Romano's Macaroni Grill
480,Appetizers,6,89,Peasant Bread ,Romano's Macaroni Grill
190,Entrees,12,16,Pomodorina Soup ,Romano's Macaroni Grill
680,Salads,56,23,Bibb & Blue (Includes Dressing) ,Romano's Macaroni Grill
1100,Pizzas,52,100,Italian Sausage Pizza ,Romano's Macaroni Grill
1060,Entrees,46,105,Whole Wheat Fettuccine ,Romano's Macaroni Grill
960,Entrees,55,91,Mom’S Ricotta Meatballs & Spaghetti (Pomodoro) ,Romano's Macaroni Grill
410,Entrees,11,38,Grilled Chicken Spiedini ,Romano's Macaroni Grill
450,Entrees,4,91,Farfalle ,Romano's Macaroni Grill
270,Entrees,20,14,Garlic Cream Sauce ,Romano's Macaroni Grill
430,Entrees,39,2,Italian Sausage ,Romano's Macaroni Grill
630,Kid's Meals,29,66,Mac & Cheese ,Romano's Macaroni Grill
320,Desserts,27,45,Quattro Cannoli ,Romano's Macaroni Grill
170,Drinks,0,47,Limonata Nojito ,Romano's Macaroni Grill
390,Drinks,0,35,Sorrento Lemonade ,Romano's Macaroni Grill
370,Appetizers,29,17,Spicy Ricotta Meatballs ,Romano's Macaroni Grill
160,Sandwiches,13,8,Side Caesar Salad (Includes Dressing) ,Romano's Macaroni Grill
480,Entrees,37,11,Market Chop (Includes Dressing) ,Romano's Macaroni Grill
340,Salads,25,17,"Warm Spinach Salad (Includes Dressing, No Protein) ",Romano's Macaroni Grill
190,Soups,12,16,Pomodorina Soup ,Romano's Macaroni Grill
1260,Entrees,68,101,Carbonara ,Romano's Macaroni Grill
720,Entrees,38,46,Lasagna Bolognese ,Romano's Macaroni Grill
810,Entrees,35,61,Chicken Marsala ,Romano's Macaroni Grill
1670,Entrees,113,77,Florentine Steak & Frites ,Romano's Macaroni Grill
880,Entrees,79,14,Alfredo Sauce ,Romano's Macaroni Grill
25,Entrees,2,1,Roasted Mushrooms ,Romano's Macaroni Grill
380,Kid's Meals,20,25,Chicken Strips With Broccolini ,Romano's Macaroni Grill
290,Desserts,12,40,Gelato: Double Vanilla ,Romano's Macaroni Grill
150,Drinks,0,46,Minute Maid® Lemonade ,Romano's Macaroni Grill
150,Appetizers,16,4,Mediterranean Olives (Without Bread) ,Romano's Macaroni Grill
600,Sandwiches,25,52,Roasted Turkey ,Romano's Macaroni Grill
160,Entrees,13,8,Caesar Salad (Includes Dressing) ,Romano's Macaroni Grill
930,Salads,58,53,Parmesan-Crusted Chicken (Includes Dressing) ,Romano's Macaroni Grill
1180,Pizzas,66,77,Smoky Shrimp Flatbread ,Romano's Macaroni Grill
1470,Entrees,88,94,Fettuccine Alfredo With Chicken ,Romano's Macaroni Grill
900,Entrees,60,57,Shrimp Portofino ,Romano's Macaroni Grill
570,Entrees,36,29,Pan-Seared Branzino ,Romano's Macaroni Grill
340,Entrees,6,61,Spaghetti ,Romano's Macaroni Grill
15,Entrees,0,3,Cannellini Beans ,Romano's Macaroni Grill
260,Entrees,18,2,Rosemary Ham ,Romano's Macaroni Grill
310,Kid's Meals,9,46,Spaghetti & Pomodoro ,Romano's Macaroni Grill
130,Drinks,0,31,Blood Orange Italian Soda ,Romano's Macaroni Grill
290,Drinks,0,33,Italian Mojito ,Romano's Macaroni Grill
790,Appetizers,66,20,Crispy Fresh Mozzarella ,Romano's Macaroni Grill
840,Appetizers,51,81,Zucchini Fritti ,Romano's Macaroni Grill
440,Entrees,12,28,Lentil Soup ,Romano's Macaroni Grill
420,Salads,39,11,Caesar (Includes Dressing) ,Romano's Macaroni Grill
280,Sides,15,4,Add Scallops ,Romano's Macaroni Grill
840,Pizzas,31,101,Margherita Pizza ,Romano's Macaroni Grill
930,Chicken,31,111,Carmela’S Chicken ,Romano's Macaroni Grill
900,Entrees,62,52,Mushroom Ravioli ,Romano's Macaroni Grill
560,Entrees,22,31,Pollo Caprese ,Romano's Macaroni Grill
400,Entrees,2,91,Gluten-Free Penne ,Romano's Macaroni Grill
190,Entrees,10,15,Pomodoro Sauce ,Romano's Macaroni Grill
400,Entrees,37,2,Pancetta ,Romano's Macaroni Grill
440,Kid's Meals,17,48,Pepperoni Pizza ,Romano's Macaroni Grill
160,Desserts,0,39,Sorbet: White Peach ,Romano's Macaroni Grill
140,Drinks,0,36,Cranberry Orange Spritz ,Romano's Macaroni Grill
150,Drinks,0,5,Wine - 6 Ounces ,Romano's Macaroni Grill
1010,Salads,71,33,Market Chop (Includes Dressing) ,Romano's Macaroni Grill
1060,Pizzas,50,83,Roasted Chicken & Arugula Flatbread ,Romano's Macaroni Grill
1180,Entrees,73,91,Fettuccine Alfredo ,Romano's Macaroni Grill
1160,Entrees,49,110,Penne Rustica ,Romano's Macaroni Grill
380,Entrees,9,41,Grilled Shrimp Spiedini ,Romano's Macaroni Grill
450,Entrees,4,91,Rigatoni ,Romano's Macaroni Grill
10,Entrees,0,2,Broccolini ,Romano's Macaroni Grill
290,Entrees,16,3,Roasted Chicken ,Romano's Macaroni Grill
460,Kid's Meals,23,51,Spaghetti & Meatballs ,Romano's Macaroni Grill
130,Drinks,0,31,White Peach Italian Soda ,Romano's Macaroni Grill
200,Drinks,0,14,Blood Orange Cosmo ,Romano's Macaroni Grill
110,Drinks,0,7,Light Beer - 12 Ounces ,Romano's Macaroni Grill
980,Pizzas,41,97,Primo Pepperoni Pizza ,Romano's Macaroni Grill
950,Entrees,56,76,Eggplant Parmesan ,Romano's Macaroni Grill
1010,Entrees,42,111,Pasta Milano ,Romano's Macaroni Grill
1110,Entrees,68,71,Grilled King Salmon ,Romano's Macaroni Grill
450,Entrees,4,91,Penne ,Romano's Macaroni Grill
5,Entrees,0,1,Asparagus ,Romano's Macaroni Grill
290,Entrees,19,9,Ricotta Meatballs ,Romano's Macaroni Grill
420,Kid's Meals,16,48,Spaghetti & Meat Sauce ,Romano's Macaroni Grill
690,Desserts,48,54,Tiramisu ,Romano's Macaroni Grill
120,Drinks,0,7,Bellini Cipriani ,Romano's Macaroni Grill
150,Drinks,0,11,Beer - 12 Ounces ,Romano's Macaroni Grill
335,Seafood,15,9,Creole Catch - F&T ,Ruby Tuesday
113,Sides,6,8,Sugar Snap Peas - F&T ,Ruby Tuesday
795,Salads,28,48,Grilled Chicken Salad ,Ruby Tuesday
300,Soups,10,37,White Bean Chicken Chili ,Ruby Tuesday
178,Entrees,11,4,Fire Wings ,Ruby Tuesday
712,Appetizers,40,41,Baja Chicken Tacos ,Ruby Tuesday
397,Chicken,21,25,Petite Chicken Fresco ,Ruby Tuesday
791,Sandwiches,40,81,Turkey Minis ,Ruby Tuesday
625,Seafood,12,99,Jamaican Jerk Shrimp ,Ruby Tuesday
401,Entrees,20,3,Asiago Peppercorn Sirloin* ,Ruby Tuesday
405,Chicken,18,8,Chicken Bella ,Ruby Tuesday
494,Entrees,25,3,Petite Sirloin* & Lobster Tail ,Ruby Tuesday
1076,Burgers,77,47,Triple Prime Cheddar Burger* ,Ruby Tuesday
53,Sides,2,7,Fresh Steamed Broccoli ,Ruby Tuesday
54,Sides,3,6,Roasted Spaghetti Squash ,Ruby Tuesday
365,Seafood,19,2,New Orleans Seafood ,Ruby Tuesday
680,Kid's Meals,37,61,Kid Mac 'n Cheese ,Ruby Tuesday
41,Kid's Meals,2,4,Fresh Grilled Zucchini ,Ruby Tuesday
1262,Breakfast,53,23,Bella Chicken Omelet ,Ruby Tuesday
203,Drinks,0,9,Freshly Made Lemonade - Blackberry ,Ruby Tuesday
94,Drinks,2,13,POM Tea ,Ruby Tuesday
918,Desserts,40,129,Blondie for Two ,Ruby Tuesday
199,Drinks,0,8,Freshly Made Lemonade - Raspberry ,Ruby Tuesday
193,Drinks,2,22,Tropical Sunrise ,Ruby Tuesday
257,Entrees,12,29,Spaghetti Squash Marinara - F&T,Ruby Tuesday
284,Seafood,14,18,Petite Creole Catch - F&T ,Ruby Tuesday
240,Seafood,10,0,Creole Catch ,Ruby Tuesday
223,Sides,14,21,White Cheddar Mashed Potatoes ,Ruby Tuesday
101,Appetizers,4,10,Fried Mozzarella ,Ruby Tuesday
795,Salads,28,48,Grilled Chicken Salad ,Ruby Tuesday
397,Entrees,19,38,Petite Zucchini Cakes ,Ruby Tuesday
1503,Chicken,95,57,Baja Chicken Quesadilla ,Ruby Tuesday
401,Seafood,24,11,Herb-Crusted Tilapia ,Ruby Tuesday
506,Entrees,29,16,Asian Sesame Glazed Half-Rack ,Ruby Tuesday
295,Chicken,4,16,Barbecue Grilled Chicken ,Ruby Tuesday
1017,Burgers,65,60,Alpine Swiss Burger* ,Ruby Tuesday
888,Burgers,49,70,Buffalo Chicken Burger ,Ruby Tuesday
223,Sides,14,21,White Cheddar Mashed Potatoes ,Ruby Tuesday
330,Sides,12,54,Sweet Potato Fries ,Ruby Tuesday
1090,Entrees,62,80,Mediterranean Shrimp Pasta ,Ruby Tuesday
469,Kid's Meals,7,86,Kid Pasta Marinara ,Ruby Tuesday
40,Kid's Meals,0,10,Honest Kids Super Fruit Punch ,Ruby Tuesday
949,Breakfast,57,79,Mini Benedicts - Crispy Southern Chicken ,Ruby Tuesday
195,Drinks,0,12,Freshly Made Lemonade - Pomegranate ,Ruby Tuesday
148,Drinks,0,5,Berry Fusion ,Ruby Tuesday
813,Desserts,36,114,Double Chocolate Cake ,Ruby Tuesday
142,Drinks,2,10,Handcrafted Fruit Tea - Blackberry ,Ruby Tuesday
402,Entrees,21,2,Filet* ,Ruby Tuesday
41,Sides,2,4,Fresh Grilled Zucchini - F&T ,Ruby Tuesday
398,Entrees,21,20,Petite Sliced Sirloin* - F&T ,Ruby Tuesday
365,Seafood,19,2,New Orleans Seafood ,Ruby Tuesday
136,Sides,8,14,Creamy Mashed Cauliflower ,Ruby Tuesday
158,Appetizers,8,18,Southwestern Spring Rolls ,Ruby Tuesday
1066,Salads,90,28,Blue Cheese Iceberg Tower - entrée ,Ruby Tuesday
177,Entrees,9,17,Petite Spaghetti Squash Marinara ,Ruby Tuesday
300,Seafood,20,14,Crab Cake Dinner,Ruby Tuesday
564,Entrees,29,5,Chef's Cut Sirloin* ,Ruby Tuesday
460,Entrees,29,6,Memphis Dry Rub Half-Rack ,Ruby Tuesday
1521,Entrees,92,96,Chicken & Broccoli Pasta ,Ruby Tuesday
1165,Burgers,72,82,Boston Blue Burger* ,Ruby Tuesday
936,Burgers,47,56,Avocado Grilled Chicken Sandwich,Ruby Tuesday
342,Sides,19,37,Onion Rings ,Ruby Tuesday
140,Sides,10,6,Sauteed Baby Portabella Mushrooms ,Ruby Tuesday
401,Entrees,20,3,Asiago Peppercorn Sirloin* ,Ruby Tuesday
679,Kid's Meals,36,58,Kid Turkey Minis ,Ruby Tuesday
162,Breakfast,3,28,Berry Good Yogurt Parfait ,Ruby Tuesday
1653,Breakfast,121,49,Sunrise Quesadilla - Bacon Avocado ,Ruby Tuesday
206,Drinks,0,16,Freshly Made Lemonade - Strawberry ,Ruby Tuesday
152,Drinks,0,9,Peach Splash ,Ruby Tuesday
736,Desserts,60,84,New York Cheesecake ,Ruby Tuesday
142,Drinks,2,9,Handcrafted Fruit Tea - Mixed Berry ,Ruby Tuesday
903,Entrees,51,35,Petite Sirloin* & Lobster Mac 'n Cheese ,Ruby Tuesday
78,Sides,5,5,Fresh Grilled Asparagus (when in season) - F&T ,Ruby Tuesday
397,Chicken,21,25,Petite Chicken Fresco - F&T ,Ruby Tuesday
463,Sandwiches,17,43,Grilled Chicken Wrap ,Ruby Tuesday
259,Sides,2,52,Baked Potato - Plain ,Ruby Tuesday
317,Appetizers,20,28,Queso & Chips ,Ruby Tuesday
1101,Salads,46,52,Carolina Chicken Salad ,Ruby Tuesday
678,Entrees,36,54,Petite Parmesan Shrimp Pasta ,Ruby Tuesday
417,Seafood,25,14,Asian Glazed Salmon ,Ruby Tuesday
365,Seafood,19,2,New Orleans Seafood ,Ruby Tuesday
500,Entrees,24,29,Classic Barbecue Half-Rack ,Ruby Tuesday
1065,Entrees,54,88,Parmesan Shrimp Pasta ,Ruby Tuesday
1007,Burgers,67,58,Bacon Cheeseburger* ,Ruby Tuesday
898,Burgers,48,70,Chicken BLT ,Ruby Tuesday
465,Sides,28,32,Baked Mac 'n Cheese ,Ruby Tuesday
113,Sides,6,8,Sugar Snap Peas ,Ruby Tuesday
930,Entrees,44,76,Cajun Jambalaya Pasta ,Ruby Tuesday
392,Kid's Meals,19,53,Kid Sundae ,Ruby Tuesday
110,Breakfast,5,12,Garlic Cheese Biscuit ,Ruby Tuesday
934,Breakfast,54,72,Mini Benedicts - Steak ,Ruby Tuesday
199,Drinks,0,8,Freshly Made Lemonade - Raspberry ,Ruby Tuesday
193,Drinks,2,22,Tropical Sunrise ,Ruby Tuesday
990,Desserts,56,110,Italian Cream Cake ,Ruby Tuesday
94,Drinks,3,9,Handcrafted Fruit Tea - Mango ,Ruby Tuesday
522,Seafood,34,7,Seafood Trio ,Ruby Tuesday
385,Seafood,29,15,Jumbo Lump Crab Cake - F&T ,Ruby Tuesday
45,Sides,2,5,Fresh Grilled Green Beans - F&T ,Ruby Tuesday
397,Entrees,19,38,Petite Zucchini Cakes - F&T ,Ruby Tuesday
226,Chicken,4,0,Plain Grilled Chicken ,Ruby Tuesday
113,Sides,6,8,Sugar Snap Peas ,Ruby Tuesday
310,Appetizers,19,27,Spinach Artichoke Dip ,Ruby Tuesday
607,Salads,53,14,Blue Cheese Iceberg Tower - add-on ,Ruby Tuesday
466,Soups,39,17,Broccoli & Cheese Soup ,Ruby Tuesday
291,Seafood,17,0,Grilled Salmon ,Ruby Tuesday
382,Entrees,22,3,Petite Sirloin* ,Ruby Tuesday
81,Entrees,6,0,Jumbo Shrimp Skewer add-on - 1 skewer ,Ruby Tuesday
257,Entrees,12,29,Spaghetti Squash Marinara ,Ruby Tuesday
947,Burgers,61,58,Classic Cheeseburger* ,Ruby Tuesday
801,Burgers,48,56,Turkey Burger ,Ruby Tuesday
396,Sides,18,55,French Fries ,Ruby Tuesday
1239,Appetizers,77,107,Spinach Artichoke Dip ,Ruby Tuesday
282,Kid's Meals,11,19,Kid Chicken Breast ,Ruby Tuesday
112,Kid's Meals,7,11,Kid Side of White Cheddar Mashed Potatoes ,Ruby Tuesday
1100,Breakfast,39,7,Steak* & Eggs ,Ruby Tuesday
1787,Breakfast,123,50,Sunrise Quesadilla - California Club ,Ruby Tuesday
142,Drinks,2,10,Handcrafted Fruit Tea - Blackberry ,Ruby Tuesday
285,Desserts,11,45,Red Velvet Cupcake ,Ruby Tuesday
545,Desserts,29,66,Tiramisu ,Ruby Tuesday
137,Drinks,2,9,Handcrafted Fruit Tea - Peach ,Ruby Tuesday
405,Kid's Meals,7,72,Kid Pasta Marinara (with linguini) ,Ruby Tuesday
386,Seafood,22,9,Grilled Salmon - F&T ,Ruby Tuesday
279,Seafood,16,18,Petite Jumbo Shrimp Scampi - F&T ,Ruby Tuesday
405,Chicken,18,8,Chicken Bella ,Ruby Tuesday
53,Sides,2,7,Fresh Steamed Broccoli ,Ruby Tuesday
293,Appetizers,19,28,Fresh Guacamole Dip ,Ruby Tuesday
61,Appetizers,1,1,Asian Chicken Lettuce Wraps ,Ruby Tuesday
398,Entrees,21,20,Petite Sliced Sirloin* ,Ruby Tuesday
824,Sandwiches,36,112,Zucchini Cake Minis ,Ruby Tuesday
1071,Seafood,53,76,Tilapia Trio ,Ruby Tuesday
559,Entrees,34,37,Triple Prime Meatloaf ,Ruby Tuesday
1053,Chicken,41,86,Chicken Three Ways ,Ruby Tuesday
521,Entrees,29,32,Lobster Mac 'n Cheese & Garden Bar ,Ruby Tuesday
968,Burgers,61,57,Avocado Turkey Burger ,Ruby Tuesday
568,Sides,28,54,Loaded Baked Potato ,Ruby Tuesday
52,Sides,1,15,Sliced Tomatoes with balsamic vinaigrette ,Ruby Tuesday
806,Entrees,35,73,Dockside Grill Trio ,Ruby Tuesday
779,Kid's Meals,46,58,Kid Beef Minis ,Ruby Tuesday
45,Kid's Meals,2,5,Fresh Grilled Green Beans ,Ruby Tuesday
1099,Breakfast,47,17,Crabacado Omelet ,Ruby Tuesday
203,Drinks,0,8,Freshly Made Lemonade - Wild Berry ,Ruby Tuesday
105,Drinks,2,15,RT Palmer ,Ruby Tuesday
180,Desserts,9,24,Chocolate Chip Cookie (each) ,Ruby Tuesday
206,Drinks,0,16,Freshly Made Lemonade - Strawberry ,Ruby Tuesday
161,Drinks,1,11,Strawberry Fizz ,Ruby Tuesday
500,Chicken,23,17,Chicken Bella - F&T ,Ruby Tuesday
52,Sides,1,15,Sliced Tomatoes with balsamic vinaigrette - F&T ,Ruby Tuesday
443,Salads,15,24,Petite Carolina Chicken Salad - F&T ,Ruby Tuesday
591,Sandwiches,28,47,Turkey Burger Wrap ,Ruby Tuesday
113,Chicken,5,4,Chicken Tenders - Traditional ,Ruby Tuesday
376,Appetizers,24,14,Baja Chicken Quesadilla ,Ruby Tuesday
284,Seafood,14,18,Petite Creole Catch ,Ruby Tuesday
